Time,Signal
0.163,-1.5587855838431053
0.164,-0.5744618283838441
0.165,0.38843771954659756
0.166,1.3176190482496972
0.167,2.2013372813970777
0.168,3.0285508221585804
0.169,3.78906498768046
0.17,4.47366331907094
0.171,5.074224927547782
0.17200000000000001,5.583826433001936
0.17300000000000001,5.996827264218605
0.17400000000000002,6.308937317452871
0.17500000000000002,6.5172662088954345
0.176,6.620353603578028
0.177,6.61818035516694
0.178,6.512160444550853
0.179,6.305113956827322
0.18,6.001221582959539
0.181,5.605961370836312
0.182,5.126028677677061
0.183,4.569240488809487
0.184,3.944425464143908
0.185,3.261301250749538
0.186,2.5303407556510447
0.187,1.7626292054472708
0.188,0.969713927065448
0.189,0.16344886569729633
0.19,-0.6441640891446213
0.191,-1.4411348709666787
0.192,-2.2156439984928897
0.193,-2.956198261415077
0.194,-3.6517813123367704
0.195,-4.291997227319005
0.196,-4.867205201788662
0.197,-5.368643675971254
0.198,-5.7885423326360925
0.199,-6.120220577710956
0.2,-6.35817129892317
0.201,-6.498128896542946
0.202,-6.5371207908693165
0.203,-6.473501830504192
0.20400000000000001,-6.306971250813432
0.20500000000000002,-6.03857206032618
0.20600000000000002,-5.670672961213466
0.20700000000000002,-5.206933135474788
0.20800000000000002,-4.652250448169157
0.209,-4.01269383017137
0.21,-3.2954208028680485
0.211,-2.508581293443446
0.212,-1.6612090596524318
0.213,-0.7631021951688144
0.214,0.17530568109093325
0.215,1.1430818373890386
0.216,2.1289366408766974
0.217,3.1213697016317603
0.218,4.108818041891543
0.219,5.079804367858797
0.22,6.023083530682014
0.221,6.927785296864557
0.222,7.783551605850905
0.223,8.580666572985162
0.224,9.310177598265327
0.225,9.964006063888927
0.226,10.535046244817186
0.227,11.017251214567747
0.228,11.405704701075328
0.229,11.696678032460866
0.23,11.88767150750832
0.231,11.9774397280411
0.232,11.966000637619597
0.233,11.8546282204048
0.234,11.645829022998743
0.23500000000000001,11.343302867954076
0.23600000000000002,10.951888327868248
0.23700000000000002,10.477493721057987
0.23800000000000002,9.927014571380028
0.23900000000000002,9.308238643602182
0.24,8.629739819783502
0.241,7.900762219543196
0.242,7.131096086247179
0.243,6.330947060618152
0.244,5.510800541936308
0.245,4.681282893954185
0.246,3.853021287295402
0.247,3.036503982107456
0.248,2.2419428440449796
0.249,1.4791398535008113
0.25,0.7573593128807223
0.251,0.0852073804064597
0.252,-0.529479537540908
0.253,-1.079736118891721
0.254,-1.559557899289369
0.255,-1.9639783509977828
0.256,-2.289132294159261
0.257,-2.5323048412803786
0.258,-2.691965259441404
0.259,-2.767785325638374
0.26,-2.760641946508037
0.261,-2.6726040120351575
0.262,-2.506903651259668
0.263,-2.2678922540532973
0.264,-1.9609818143264484
0.265,-1.5925723342254328
0.266,-1.1699662037487588
0.267,-0.7012706336310117
0.268,-0.19528936933802576
0.269,0.33859495122008276
0.27,0.8905463157422266
0.271,1.4504071511984926
0.272,2.007834772761713
0.273,2.552440747903209
0.274,3.0739314169076852
0.275,3.562247794004599
0.276,4.007703078033877
0.277,4.401116028001053
0.278,4.733938506705964
0.279,4.998375564273651
0.28,5.1874965220514735
0.281,5.295335624898183
0.28200000000000003,5.316980955092571
0.28300000000000003,5.24865044243482
0.28400000000000003,5.087753960912411
0.28500000000000003,4.832940670696363
0.28600000000000003,4.484130943210802
0.28700000000000003,4.042532394443294
0.28800000000000003,3.510639745298703
0.289,2.892218425329366
0.29,2.1922720352399727
0.291,1.4169939817858266
0.292,0.5737037936774385
0.293,-0.3292311834608421
0.294,-1.2824878334394194
0.295,-2.275892005960783
0.296,-3.298534732535992
0.297,-4.338898565805124
0.298,-5.3849925566235255
0.299,-6.4244942711103095
0.3,-7.444897156499981
0.301,-8.43366149126865
0.302,-9.378367102566916
0.303,-10.266866003181782
0.304,-11.087433091517045
0.305,-11.828913071615867
0.306,-12.48086178597743
0.307,-13.033680211506844
0.308,-13.478739447792774
0.309,-13.808495126183926
0.31,-14.016589786742388
0.311,-14.097941906769266
0.312,-14.048820417683986
0.313,-13.86690371485017
0.314,-13.551322345557235
0.315,-13.102684751702332
0.316,-12.523085643548626
0.317,-11.816096786935463
0.318,-10.986740196060248
0.319,-10.04144393496769
0.32,-8.987980940666306
0.321,-7.8353914868374055
0.322,-6.593890106934975
0.323,-5.274757986681612
0.324,-3.890222016214113
0.325,-2.453321859210587
0.326,-0.9777665481697304
0.327,0.5222177502959682
0.328,2.0320470404577415
0.329,3.5369440175885236
0.33,5.02210587418542
0.331,6.472873412084327
0.332,7.874899452464571
0.333,9.21431453184616
0.334,10.477887892384569
0.335,11.65318181898693
0.336,12.72869744364133
0.337,13.69401022821603
0.338,14.539893449913581
0.339,15.25842814735558
0.34,15.843098138465209
0.341,16.288868892202636
0.342,16.592249222863295
0.343,16.751334975939198
0.34400000000000003,16.765834086154463
0.34500000000000003,16.637072608751897
0.34600000000000003,16.3679815518349
0.34700000000000003,15.963064567870514
0.34800000000000003,15.428346793580747
0.34900000000000003,14.771305356607881
0.35000000000000003,14.000782291751825
0.35100000000000003,13.126880826493894
0.352,12.160846202266283
0.353,11.114932391916504
0.354,10.00225625261258
0.355,8.836640814751071
0.356,7.632449549186207
0.357,6.404413575421603
0.358,5.167453870680292
0.359,3.9365006126366042
0.36,2.7263118359887955
0.361,1.5512936042074834
0.362,0.4253238922591196
0.363,-0.6384176562538908
0.364,-1.6276119930773216
0.365,-2.530952931038482
0.366,-3.3382875024911893
0.367,-4.0407426358603455
0.368,-4.630836532719304
0.369,-5.102573305737697
0.37,-5.451519634571033
0.371,-5.6748624100471865
0.372,-5.771446564338218
0.373,-5.741792523493551
0.374,-5.588092965895162
0.375,-5.314188822893156
0.376,-4.925524713012714
0.377,-4.429084255558144
0.378,-3.833305960029072
0.379,-3.1479806313800833
0.38,-2.3841314647322687
0.381,-1.5538782237216933
0.382,-0.6702871014143303
0.383,0.25279195101968277
0.384,1.2008984773402713
0.385,2.159143258237177
0.386,3.1123963323977737
0.387,4.045478996278948
0.388,4.943357419755967
0.389,5.791335481329915
0.39,6.575244422672219
0.391,7.281626948223872
0.392,7.897913451223707
0.393,8.41258813241939
0.394,8.81534289095378
0.395,9.0972170072872
0.396,9.250720803933602
0.397,9.26994165934773
0.398,9.150630961274802
0.399,8.890270815754908
0.4,8.488119573998784
0.401,7.945235498528035
0.402,7.26447815912608
0.403,6.450487424953735
0.404,5.509640198211354
0.405,4.449985313484154
0.406,3.2811573018724713
0.40700000000000003,2.0142699866924656
0.40800000000000003,0.6617911345127041
0.40900000000000003,-0.7626003717398646
0.41000000000000003,-2.2441731450687854
0.41100000000000003,-3.767315793873688
0.41200000000000003,-5.315721227529262
0.41300000000000003,-6.872580529451973
0.41400000000000003,-8.420784028884814
0.41500000000000004,-9.943127101707244
0.41600000000000004,-11.422518160314024
0.417,-12.842186254059017
0.418,-14.185885695587004
0.419,-15.438095154824783
0.42,-16.58420872130515
0.421,-17.610716526269314
0.422,-18.505372637637173
0.423,-19.25734809205612
0.424,-19.85736710705268
0.425,-20.2978247206679
0.426,-20.57288433337221
0.427,-20.67855387472788
0.428,-20.6127395821251
0.429,-20.375276657652545
0.43,-19.9679363582677
0.431,-19.394409370250973
0.432,-18.660265617698446
0.433,-17.772890952713848
0.434,-16.74140146817564
0.435,-15.576536458697987
0.436,-14.290531327983818
0.437,-12.896971997635
0.438,-11.410632610275684
0.439,-9.84729853542965
0.44,-8.223576877115933
0.441,-6.55669684504414
0.442,-4.864302484407017
0.443,-3.1642403607652874
0.444,-1.4743448649827178
0.445,0.18777616239151307
0.446,1.8049527880328435
0.447,3.3606586596008032
0.448,4.839208401055028
0.449,6.22594423692093
0.45,7.5074094878853534
0.451,8.67150674572757
0.452,9.707638729786176
0.453,10.60683004748047
0.454,11.36182832504721
0.455,11.967183438508886
0.456,12.419303855571577
0.457,12.716489393042634
0.458,12.858939997658718
0.459,12.848740466989181
0.46,12.68982133730886
0.461,12.387896472969206
0.462,11.950378192812412
0.463,11.38627105961889
0.464,10.706045734635047
0.465,9.921494557253496
0.466,9.045570746500132
0.467,8.09221333298409
0.468,7.076160114565617
0.46900000000000003,6.012751083728148
0.47000000000000003,4.917724897427944
0.47100000000000003,3.80701104937664
0.47200000000000003,2.6965204590720138
0.47300000000000003,1.601937210669088
0.47400000000000003,0.5385141576867314
0.47500000000000003,-0.47912494324298205
0.47600000000000003,-1.4371741941960927
0.47700000000000004,-2.3228227596935422
0.47800000000000004,-3.124418212767079
0.47900000000000004,-3.8316139081657337
0.48,-4.435498479829863
0.481,-4.928705797207519
0.482,-5.3055039744366015
0.483,-5.561862304452372
0.484,-5.695495283016185
0.485,-5.70588319163036
0.486,-5.594269019267877
0.487,-5.363631816675533
0.488,-5.01863688953633
0.489,-4.565563543837012
0.49,-4.01221139428839
0.491,-3.3677865306233734
0.492,-2.6427691032556417
0.493,-1.8487641355559763
0.494,-0.9983375916084252
0.495,-0.10483992277383158
0.496,0.8177805188928599
0.497,1.7551716795602126
0.498,2.692776995037463
0.499,3.616036890904562
0.5,4.51058987955042
0.501,5.362470550613748
0.502,6.158301795829385
0.503,6.885478689406461
0.504,7.5323415597326635
0.505,8.088335935872713
0.506,8.54415723102599
0.507,8.891878232427958
0.508,9.125057700334658
0.509,9.238828634581964
0.51,9.229965042318367
0.511,9.096926331166612
0.512,8.839878754359802
0.513,8.460693644249076
0.514,7.9629224838134745
0.515,7.351749178197599
0.516,6.6339201956432206
0.517,5.817653545323525
0.518,4.912527844509568
0.519,3.9293529953563455
0.52,2.8800242387732293
0.521,1.7773615760111259
0.522,0.6349367447438494
0.523,-0.5331098971002579
0.524,-1.7122600919265516
0.525,-2.8878134187990936
0.526,-4.045085391034896
0.527,-5.169605230766496
0.528,-6.247310642677139
0.529,-7.264736951857932
0.53,-8.209198049127245
0.531,-9.068956700111636
0.532,-9.83338192037457
0.533,-10.493091295895596
0.534,-11.040076333841643
0.535,-11.467809160028008
0.536,-11.771329133592928
0.537,-11.947308222746086
0.538,-11.994094274283498
0.539,-11.911731609961677
0.54,-11.701958690710859
0.541,-11.368182900859546
0.542,-10.915432814814082
0.543,-10.350288613777657
0.544,-9.680791615962757
0.545,-8.916334166338505
0.546,-8.06753139743011
0.547,-7.146076617457141
0.548,-6.164582302848344
0.549,-5.136408865921444
0.55,-4.075483532649257
0.551,-2.9961117977415244
0.552,-1.9127840229744812
0.553,-0.8399798084820187
0.554,0.20802720526298213
0.555,1.2173614551548444
0.556,2.174731887320826
0.557,3.06761017707623
0.558,3.8843983246145353
0.559,4.61458336048529
0.56,5.248877071994773
0.561,5.779338866997435
0.562,6.199480122315856
0.5630000000000001,6.504348617082944
0.5640000000000001,6.690591923183876
0.5650000000000001,6.756498911984643
0.5660000000000001,6.702018834752013
0.5670000000000001,6.528757739543719
0.5680000000000001,6.239952295720659
0.5690000000000001,5.840421404414884
0.5700000000000001,5.336496275110365
0.5710000000000001,4.735929940861192
0.5720000000000001,4.0477874636237
0.5730000000000001,3.2823183429392904
0.5740000000000001,2.450812882234311
0.5750000000000001,1.5654444840472106
0.5760000000000001,0.6391000356277274
0.577,-0.31479929298069176
0.578,-1.2824843872210991
0.579,-2.250029115812256
0.58,-3.2035432401158985
0.581,-4.129364671482314
0.582,-5.014248453044557
0.583,-5.845549888066733
0.584,-6.611399317506834
0.585,-7.300866163807732
0.586,-7.90411000450565
0.587,-8.412516616032331
0.588,-8.81881713266575
0.589,-9.11718869516653
0.59,-9.303335215095872
0.591,-9.374547150727176
0.592,-9.329739475177966
0.593,-9.169467313039306
0.594,-8.895919024368617
0.595,-8.512886820346473
0.596,-8.025715299059847
0.597,-7.441228588658157
0.598,-6.767637074518269
0.599,-6.014424963157347
0.6,-5.192220194742256
0.601,-4.3126484546948065
0.602,-3.3881732498860897
0.603,-2.4319242033901167
0.604,-1.4575158812135691
0.605,-0.4788595927282078
0.606,0.4900292979913169
0.607,1.4352259513213625
0.608,2.3430898965992517
0.609,3.200455525506849
0.61,3.994816661528506
0.611,4.714502710780275
0.612,5.348844010927381
0.613,5.888324138131213
0.614,6.3247171050411435
0.615,6.651207583428888
0.616,6.862492510443672
0.617,6.95486268461312
0.618,6.9262632233064565
0.619,6.776332033856317
0.62,6.506415742153954
0.621,6.119562821396411
0.622,5.620493965797727
0.623,5.015550055462817
0.624,4.312618355266343
0.625,3.521037878557034
0.626,2.6514851220189453
0.627,1.7158416374373981
0.628,0.7270451460376393
0.629,-0.3010738816550482
0.63,-1.3539680656706317
0.631,-2.416559097544405
0.632,-3.4734314499506063
0.633,-4.509031300595193
0.634,-5.507868086992157
0.635,-6.454716073703786
0.636,-7.334813312886789
0.637,-8.134055412495245
0.638,-8.839181593740795
0.639,-9.437950619452462
0.64,-9.919304306434068
0.641,-10.273516495999681
0.642,-10.492325545409356
0.643,-10.569048616403634
0.644,-10.498676272604287
0.645,-10.2779461520886
0.646,-9.905394751596127
0.647,-9.381386641032254
0.648,-8.708120717499277
0.649,-7.889613403212323
0.65,-6.931658987503793
0.651,-5.841767605849044
0.652,-4.629081634672943
0.653,-3.3042715559410034
0.654,-1.879412606671666
0.655,-0.36784377219691056
0.656,1.215989094851973
0.657,2.8567040480564954
0.658,4.538165557499801
0.659,6.2436764551787824
0.66,7.956176897749937
0.661,9.658447843874189
0.662,11.333316490657081
0.663,12.963861093651685
0.664,14.533612607744795
0.665,16.026750631699244
0.666,17.42829121647431
0.667,18.72426420558366
0.668,19.901877913178218
0.669,20.949669110390893
0.67,21.85763648053913
0.671,22.617355916530446
0.672,23.222076266447267
0.673,23.666794382765005
0.674,23.948308593733685
0.675,24.065249988730475
0.676,24.018091189356408
0.677,23.809132561123302
0.678,23.442466103156995
0.679,22.923917531853796
0.68,22.260967345367128
0.681,21.462651915773243
0.682,20.539445901549165
0.683,19.503127501544093
0.684,18.36662828015195
0.685,17.14386947935971
0.686,15.849586894525313
0.687,14.499146525231444
0.6880000000000001,13.108353318805388
0.6890000000000001,11.693255400903968
0.6900000000000001,10.269946234124106
0.6910000000000001,8.85436716148723
0.6920000000000001,7.4621127768186755
0.6930000000000001,6.108241518855558
0.6940000000000001,4.807093811090622
0.6950000000000001,3.5721199659904475
0.6960000000000001,2.415719941763654
0.6970000000000001,1.3490968840683273
0.6980000000000001,0.38212620602333125
0.6990000000000001,-0.47675824001938416
0.7000000000000001,-1.220659563668475
0.7010000000000001,-1.8442937090289426
0.7020000000000001,-2.344044943078112
0.7030000000000001,-2.7180003598521196
0.704,-2.9659630620152884
0.705,-3.0894439458403635
0.706,-3.0916322796493434
0.707,-2.97734552609319
0.708,-2.7529591120863284
0.709,-2.4263170936780334
0.71,-2.006624893692985
0.711,-1.5043255048445214
0.712,-0.9309607476696264
0.713,-0.2990193487471373
0.714,0.3782262418025484
0.715,1.086892245316216
0.716,1.8126630103989083
0.717,2.5409753012593086
0.718,3.2572051413131877
0.719,3.946854913894005
0.72,4.595738429151665
0.721,5.190161701343843
0.722,5.717097243126774
0.723,6.164349772211383
0.724,6.520711339611463
0.725,6.776104026141711
0.726,6.921708513004977
0.727,6.950077011173073
0.728,6.855229230523363
0.729,6.632730280860375
0.73,6.279749620379299
0.731,5.795100400037087
0.732,5.17925879182318
0.733,4.434363132125736
0.734,3.5641929553249545
0.735,2.5741282344671728
0.736,1.471089382490697
0.737,0.26345879617349954
0.738,-1.039015056940248
0.739,-2.425329803453539
0.74,-3.883356186302456
0.741,-5.399978377968054
0.742,-6.961245866440985
0.743,-8.55253506498791
0.744,-10.158718688868957
0.745,-11.764340858180605
0.746,-13.353795826806799
0.747,-14.911508203605242
0.748,-16.422112523686295
0.749,-17.870630044904278
0.75,-19.2426406871192
0.751,-20.52444809874276
0.752,-21.703235925624377
0.753,-22.767213470244034
0.754,-23.705749062992687
0.755,-24.50948962033627
0.756,-25.170465034950226
0.757,-25.682176228374495
0.758,-26.03966589509033
0.759,-26.239571175752516
0.76,-26.28015771409951
0.761,-26.161334774210708
0.762,-25.884651319638117
0.763,-25.453273180847656
0.764,-24.87194165971524
0.765,-24.146914136933187
0.766,-23.285887457570034
0.767,-22.29790506926804
0.768,-21.19324907437122
0.769,-19.983318529520474
0.77,-18.68049548198241
0.771,-17.298000369448584
0.772,-15.849738527726862
0.773,-14.350139647361537
0.774,-12.813992094729342
0.775,-11.256274064791132
0.776,-9.69198356093551
0.777,-8.13596920200067
0.778,-6.602763837653346
0.779,-5.106422911162462
0.78,-3.6603694438198513
0.781,-2.2772474286811706
0.782,-0.9687853140323845
0.783,0.2543288696342554
0.784,1.3825593297694425
0.785,2.4076200301291637
0.786,3.3225568329904798
0.787,4.121813377417446
0.788,4.8012800021019375
0.789,5.358325225071905
0.79,5.791809501353819
0.791,6.102081191025778
0.792,6.290954881519612
0.793,6.361672417037868
0.794,6.318847192097431
0.795,6.168392463106329
0.796,5.9174346192322735
0.797,5.574212529443167
0.798,5.147964244454813
0.799,4.648802478533755
0.8,4.0875804249784675
0.801,3.475749569160158
0.802,2.8252112529748685
0.803,2.1481638134203433
0.804,1.4569471649777794
0.805,0.7638867200315147
0.806,0.08113854343957438
0.807,-0.5794623834239703
0.808,-1.2065489570195584
0.809,-1.7893620372991403
0.81,-2.317882143699623
0.811,-2.7829511866522436
0.812,-3.176382784685668
0.8130000000000001,-3.4910598593589848
0.8140000000000001,-3.721018357972425
0.8150000000000001,-3.8615161253820514
0.8160000000000001,-3.9090861292418007
0.8170000000000001,-3.8615734354237574
0.8180000000000001,-3.718155529919356
0.8190000000000001,-3.479345787811078
0.8200000000000001,-3.1469800964799113
0.8210000000000001,-2.724186846590917
0.8220000000000001,-2.2153407080998777
0.8230000000000001,-1.6260008070943632
0.8240000000000001,-0.962834110319311
0.8250000000000001,-0.233525005430816
0.8260000000000001,0.5533277658267841
0.8270000000000001,1.3883255092826625
0.8280000000000001,2.2613938635609205
0.8290000000000001,3.161915396252453
0.8300000000000001,4.078868836313671
0.8310000000000001,5.00097318634112
0.8320000000000001,5.9168348982625085
0.833,6.81509625816863
0.834,7.684583110996504
0.835,8.514450063790424
0.836,9.294321337272944
0.837,10.014425489124928
0.838,10.6657223081001
0.839,11.240020275016139
0.84,11.730083103633131
0.841,12.129724010068633
0.842,12.43388651209239
0.843,12.638710727554628
0.844,12.741584322306053
0.845,12.741177450066951
0.846,12.637461227451663
0.847,12.43170949429333
0.848,12.126483819996842
0.849,11.725601928265126
0.85,11.234089922566884
0.851,10.658118900521556
0.852,10.0049267443772
0.853,9.28272606444343
0.854,8.50059945029889
0.855,7.668383348544643
0.856,6.79654203370602
0.857,5.89603326867198
0.858,4.978167361089978
0.859,4.054461410934344
0.86,3.136490610824387
0.861,2.235738503639964
0.862,1.3634481209199327
0.863,0.5304759200777536
0.864,-0.25284959142069585
0.865,-0.9768627108375174
0.866,-1.632687117496733
0.867,-2.2123525166854137
0.868,-2.7088998161315017
0.869,-3.1164734432018024
0.87,-3.430399571526392
0.871,-3.6472492027974264
0.872,-3.76488524083363
0.873,-3.7824928982814496
0.874,-3.700592988997778
0.875,-3.5210378785569585
0.876,-3.2469900886694703
0.877,-2.882883775742749
0.878,-2.4343695264833904
0.879,-1.9082431314534034
0.88,-1.3123592080242434
0.881,-0.6555307444586393
0.882,0.052584175746185124
0.883,0.8016070380990039
0.884,1.5805733644547832
0.885,2.378075263436324
0.886,3.1824102310404827
0.887,3.9817342788975107
0.888,4.764217402569433
0.889,5.5181993627306
0.89,6.232343738743605
0.891,6.895788227358307
0.892,7.4982891990113245
0.893,8.030358590135604
0.894,8.483391301304822
0.895,8.849781386903297
0.896,9.123025460966877
0.897,9.297811904213827
0.898,9.370094637113251
0.899,9.33715042089295
0.9,9.197618860194572
0.901,8.951524504960135
0.902,8.600280682221289
0.903,8.146674927757509
0.904,7.5948361299894565
0.905,6.950183740813307
0.906,6.219359647168235
0.907,5.410143529796544
0.908,4.531352758797581
0.909,3.592728086184315
0.91,2.6048065908676867
0.911,1.5787835086419932
0.912,0.5263647363586912
0.913,-0.5403880666435552
0.914,-1.6092177475614626
0.915,-2.667835184358051
0.916,-3.704083894545942
0.917,-4.70610353091372
0.918,-5.662490068646664
0.919,-6.562450519531822
0.92,-7.395950069135064
0.921,-8.153849621402067
0.922,-8.828031851073298
0.923,-9.411514006268108
0.924,-9.898545869876681
0.925,-10.284691476957985
0.926,-10.566893393819447
0.927,-10.743518590221779
0.928,-10.814385176321412
0.929,-10.780769527435396
0.93,-10.64539357922878
0.931,-10.412392340073264
0.932,-10.087261932630877
0.933,-9.676788739647707
0.934,-9.188960485984222
0.935,-8.632860336591786
0.936,-8.018545325107187
0.937,-7.356910646756701
0.9380000000000001,-6.659541549308133
0.9390000000000001,-5.938554734086253
0.9400000000000001,-5.206431333044066
0.9410000000000001,-4.475843655340391
0.9420000000000001,-3.7594779959267206
0.9430000000000001,-3.06985586777826
0.9440000000000001,-2.419156057485785
0.9450000000000001,-1.8190399102327834
0.9460000000000001,-1.2804822244146203
0.9470000000000001,-0.813610078436513
0.9480000000000001,-0.4275518231016342
0.9490000000000001,-0.13029835344775265
0.9500000000000001,0.07142137470633436
0.9510000000000001,0.17224879410156646
0.9520000000000001,0.1682865528206836
0.9530000000000001,0.057170353614576896
0.9540000000000001,-0.16187931581162474
0.9550000000000001,-0.48802642317246026
0.9560000000000001,-0.9188101909940602
0.9570000000000001,-1.4501577603715727
0.9580000000000001,-2.076418735395265
0.9590000000000001,-2.790421333275816
0.96,-3.583549575567214
0.961,-4.445840671766556
0.962,-5.366101471777345
0.963,-6.332042601989891
0.964,-7.330428654613873
0.965,-8.347242574778253
0.966,-9.367862187911728
0.967,-10.377246633867223
0.968,-11.360130326667326
0.969,-12.30122194176626
0.97,-13.18540584809186
0.971,-13.997943351178309
0.972,-14.724671097311063
0.973,-15.352194007206327
0.974,-15.868070161306434
0.975,-16.260985146787743
0.976,-16.520913497883395
0.977,-16.63926501470682
0.978,-16.609013929570374
0.979,-16.424809101562463
0.98,-16.083063657227687
0.981,-15.582022754585463
0.982,-14.921808426109365
0.983,-14.104440750086257
0.984,-13.133834905171629
0.985,-12.01577397597152
0.986,-10.757857694005851
0.987,-9.369427614269055
0.988,-7.861469538616555
0.989,-6.246494299226411
0.99,-4.538398304373285
0.991,-2.7523055208158245
0.992,-0.9043928185585748
0.993,0.9882991688225866
0.994,2.9080673148263703
0.995,4.836756877830393
0.996,6.7559793242116974
0.997,8.64733433119891
0.998,10.492633135944473
0.999,12.274120366241707
