Time,Signal
0.177,-3.003764687232011
0.178,-3.0331069788367033
0.179,-3.060199784231452
0.18,-3.08505776070374
0.181,-3.107696761865913
0.182,-3.1281338133466807
0.183,-3.1463870877933107
0.184,-3.162475879211899
0.185,-3.1764205766733946
0.186,-3.188242637413494
0.187,-3.1979645593548804
0.188,-3.205609853080589
0.189,-3.211203013287611
0.19,-3.2147694897500827
0.191,-3.216335657821697
0.192,-3.21592878850713
0.193,-3.2135770181325167
0.194,-3.209309317645107
0.195,-3.203155461572411
0.196,-3.1951459966711937
0.197,-3.1853122102967824
0.198,-3.1736860985231097
0.199,-3.1603003340440816
0.2,-3.145188233886592
0.201,-3.128383726965735
0.202,-3.1099213215124273
0.203,-3.089836072403723
0.20400000000000001,-3.0681635484258827
0.20500000000000002,-3.0449397995000975
0.20600000000000002,-3.0202013239006265
0.20700000000000002,-2.9939850354947612
0.20800000000000002,-2.966328231033982
0.209,-2.937268557525153
0.21,-2.90684397971053
0.211,-2.8750927476848505
0.212,-2.8420533646775095
0.213,-2.8077645550274632
0.214,-2.7722652323779853
0.215,-2.7355944681181574
0.216,-2.6977914600972897
0.217,-2.6588955016382343
0.218,-2.618945950874871
0.219,-2.577982200438621
0.22,-2.536043647518276
0.221,-2.4931696643168646
0.222,-2.4493995689287416
0.223,-2.404772596659375
0.224,-2.359327871809859
0.225,-2.3131043799473447
0.226,-2.266140940682125
0.227,-2.21847618097126
0.228,-2.1701485089680963
0.229,-2.121196088436207
0.23,-2.0716568137456584
0.231,-2.021568285468753
0.232,-1.970967786591584
0.233,-1.9198922593571415
0.234,-1.8683782827547821
0.23500000000000001,-1.8164620506702043
0.23600000000000002,-1.7641793507092687
0.23700000000000002,-1.7115655437081627
0.23800000000000002,-1.6586555439416983
0.23900000000000002,-1.6054838000406306
0.24,-1.5520842766281704
0.241,-1.4984904366849305
0.242,-1.4447352246508713
0.243,-1.3908510502718465
0.244,-1.3368697731976222
0.245,-1.2828226883373466
0.246,-1.2287405119776953
0.247,-1.1746533686680205
0.248,-1.1205907788760028
0.249,-1.0665816474165701
0.25,-1.0126542526559192
0.251,-0.9588362364916858
0.252,-0.905154595109553
0.253,-0.8516356705157093
0.254,-0.7983051428437573
0.255,-0.7451880234339712
0.256,-0.692308648681905
0.257,-0.6396906746525959
0.258,-0.5873570724559198
0.259,-0.5353301243777735
0.26,-0.48363142076107735
0.261,-0.4322818576298455
0.262,-0.3813016350488402
0.263,-0.3307102562105706
0.264,-0.28052652724077254
0.265,-0.23076855771277582
0.266,-0.1814537618604357
0.267,-0.13259886047878333
0.268,-0.0842198835007858
0.269,-0.036332173238030285
0.27,0.011049611727445341
0.271,0.05791149201356571
0.272,0.10424016228485122
0.273,0.15002298548974946
0.274,0.1952479865036998
0.275,0.23990384519353802
0.276,0.28397988891921955
0.277,0.3274660844894155
0.278,0.37035302958794913
0.279,0.4126319436884558
0.28,0.4542946584750698
0.281,0.49533360778735824
0.28200000000000003,0.535741817108013
0.28300000000000003,0.5755128926122082
0.28400000000000003,0.6146410097978479
0.28500000000000003,0.653120901716175
0.28600000000000003,0.6909478468225543
0.28700000000000003,0.7281176564673915
0.28800000000000003,0.7646266620474789
0.289,0.800471701838184
0.29,0.8356501075271032
0.291,0.8701596904699056
0.292,0.9039987276893116
0.293,0.9371659476381762
0.294,0.9696605157477058
0.295,1.001482019781979
0.296,1.0326304550198997
0.297,1.063106209285734
0.298,1.0929100478493503
0.299,1.1220430982173017
0.3,1.150506834835705
0.301,1.1783030637259027
0.302,1.2054339070737181
0.303,1.2319017877929508
0.304,1.2577094140836766
0.305,1.2828597640056707
0.306,1.3073560700870843
0.307,1.3312018039882807
0.308,1.3544006612405173
0.309,1.3769565460788102
0.31,1.3988735563881192
0.311,1.4201559687816308
0.312,1.4408082238295787
0.313,1.460834911456714
0.314,1.4802407565261604
0.315,1.4990306046269877
0.316,1.5172094080824532
0.317,1.5347822121954062
0.318,1.5517541417469298
0.319,1.568130387763845
0.32,1.5839161945701885
0.321,1.5991168471373247
0.322,1.6137376587468364
0.323,1.6277839589798093
0.324,1.64126108204559
0.325,1.654174355462603
0.326,1.6665290891031561
0.327,1.6783305646137034
0.328,1.6895840252213834
0.329,1.700294665937081
0.33,1.7104676241646621
0.331,1.7201079707254436
0.332,1.7292207013062966
0.333,1.7378107283391977
0.334,1.7458828733194178
0.335,1.7534418595688592
0.336,1.7604923054504502
0.337,1.767038718038859
0.338,1.773085487252115
0.339,1.7786368804480945
0.34,1.7836970374891825
0.341,1.7882699662777326
0.342,1.7923595387643276
0.343,1.7959694874301888
0.34400000000000003,1.799103402244381
0.34500000000000003,1.8017647280958689
0.34600000000000003,1.8039567626997952
0.34700000000000003,1.8056826549767095
0.34800000000000003,1.8069454039028408
0.34900000000000003,1.8077478578288606
0.35000000000000003,1.80809271426397
0.35100000000000003,1.8079825201214659
0.352,1.8074196724214242
0.353,1.8064064194453877
0.354,1.8049448623374675
0.355,1.8030369571456002
0.356,1.8006845172961419
0.357,1.7978892164943954
0.358,1.7946525920431247
0.359,1.7909760485705148
0.36,1.7868608621585569
0.361,1.7823081848622424
0.362,1.777319049609492
0.363,1.771894375471203
0.364,1.7660349732903615
0.365,1.7597415516586254
0.366,1.7530147232283981
0.367,1.7458550113479303
0.368,1.7382628570065783
0.369,1.7302386260769516
0.37,1.7217826168402615
0.371,1.7128950677808565
0.372,1.7035761656355306
0.373,1.693826053682915
0.374,1.6836448402578756
0.375,1.6730326074756146
0.376,1.6619894201498473
0.377,1.6505153348892012
0.378,1.638610409355744
0.379,1.6262747116692993
0.38,1.613508329941076
0.381,1.600311381919901
0.382,1.5866840247342469
0.383,1.5726264647130759
0.384,1.5581389672684285
0.385,1.5432218668225939
0.386,1.5278755767626624
0.387,1.5121005994051524
0.388,1.4958975359534366
0.389,1.4792670964306887
0.39,1.462210109571048
0.391,1.4447275326518025
0.392,1.426820461249414
0.393,1.4084901389023017
0.394,1.3897379666634084
0.395,1.370565512525749
0.396,1.3509745207041952
0.397,1.3309669207570003
0.398,1.3105448365307535
0.399,1.2897105949126215
0.4,1.2684667343739908
0.401,1.246816013289933
0.402,1.2247614180190591
0.403,1.202306170728759
0.404,1.1794537369510556
0.405,1.1562078328546415
0.406,1.1325724322190187
0.40700000000000003,1.1085517730970782
0.40800000000000003,1.0841503641527408
0.40900000000000003,1.0593729906607472
0.41000000000000003,1.034224720156155
0.41100000000000003,1.008710907721373
0.41200000000000003,0.9828372008991901
0.41300000000000003,0.9566095442206235
0.41400000000000003,0.9300341833368888
0.41500000000000004,0.9031176687453286
0.41600000000000004,0.8758668590996475
0.417,0.8482889240952485
0.418,0.8203913469210864
0.419,0.7921819262699616
0.42,0.7636687778997193
0.421,0.7348603357384045
0.422,0.7057653525269811
0.423,0.6763928999938607
0.424,0.6467523685559944
0.425,0.6168534665419396
0.426,0.5867062189329535
0.427,0.5563209656186756
0.428,0.5257083591646885
0.429,0.4948793620898051
0.43,0.4638452436516214
0.431,0.43261757613941754
0.432,0.4012082306742162
0.433,0.3696293725164175
0.434,0.33789345588203434
0.435,0.30601321826922945
0.436,0.27400167429752376
0.437,0.24187210906259815
0.438,0.2096380710103236
0.439,0.17731336433431033
0.44,0.14491204090178744
0.441,0.11244839171336363
0.442,0.0799369379028434
0.443,0.047392421283785735
0.444,0.014829794450210931
0.445,-0.0177357895605188
0.446,-0.050288988034148385
0.447,-0.08281427976609046
0.448,-0.11529597665830504
0.449,-0.14771823571625387
0.45,-0.1800650714349743
0.451,-0.21232036856281566
0.452,-0.24446789523090473
0.453,-0.2764913164357907
0.454,-0.30837420786219716
0.455,-0.3401000700324197
0.456,-0.3716523427682963
0.457,-0.40301441995121734
0.458,-0.4341696645652726
0.459,-0.46510142400811527
0.46,-0.4957930456536397
0.461,-0.5262278926503166
0.462,-0.5563893599385061
0.463,-0.5862608904696813
0.464,-0.6158259916102831
0.465,-0.6450682517124158
0.466,-0.673971356833353
0.467,-0.7025191075855397
0.468,-0.7306954360984883
0.46900000000000003,-0.7584844230736085
0.47000000000000003,-0.7858703149129409
0.47100000000000003,-0.8128375409023909
0.47200000000000003,-0.8393707304299787
0.47300000000000003,-0.8654547302193121
0.47400000000000003,-0.891074621558497
0.47500000000000003,-0.9162157375044411
0.47600000000000003,-0.9408636800423984
0.47700000000000004,-0.9650043371806547
0.47800000000000004,-0.9886238999599894
0.47900000000000004,-1.0117088793576399
0.48,-1.0342461230654356
0.481,-1.0562228321218126
0.482,-1.07762657737733
0.483,-1.0984453157734868
0.484,-1.1186674064146687
0.485,-1.1382816264131148
0.486,-1.157277186486927
0.487,-1.1756437462913403
0.488,-1.193371429463559
0.489,-1.2104508383616857
0.49,-1.226873068478503
0.491,-1.2426297225110596
0.492,-1.2577129240672658
0.493,-1.2721153309910396
0.494,-1.2858301482877827
0.495,-1.2988511406322674
0.496,-1.3111726444414844
0.497,-1.3227895794951607
0.498,-1.333697460087262
0.499,-1.3438924056920163
0.5,-1.3533711511285196
0.501,-1.3621310562084148
0.502,-1.3701701148515413
0.503,-1.3774869636550597
0.504,-1.3840808899018535
0.505,-1.3899518389947876
0.506,-1.395100421303665
0.507,-1.399527918412526
0.508,-1.4032362887553105
0.509,-1.4062281726285755
0.51,-1.408506896570593
0.511,-1.4100764770966454
0.512,-1.410941623781136
0.513,-1.4111077416775755
0.514,-1.4105809330683394
0.515,-1.4093679985366434
0.516,-1.4074764373539095
0.517,-1.4049144471763608
0.518,-1.4016909230454124
0.519,-1.397815455687061
0.52,-1.3932983291063246
0.521,-1.3881505174733728
0.522,-1.382383681298763
0.523,-1.3760101628959762
0.524,-1.3690429811301477
0.525,-1.3614958254526515
0.526,-1.3533830492219254
0.527,-1.3447196623117135
0.528,-1.3355213230086282
0.529,-1.3258043292017265
0.53,-1.315585608867542
0.531,-1.3048827098547302
0.532,-1.2937137889733177
0.533,-1.2820976003942692
0.534,-1.2700534833658286
0.535,-1.2576013492538667
0.536,-1.244761667914193
0.537,-1.2315554534055446
0.538,-1.2180042490527376
0.539,-1.2041301118701349
0.54,-1.1899555963563357
0.541,-1.1755037376717192
0.542,-1.160798034211202
0.543,-1.145862429585208
0.544,-1.1307212940225875
0.545,-1.1153994052098795
0.546,-1.0999219285819697
0.547,-1.0843143970799114
0.548,-1.0686026903921961
0.549,-1.0528130136965232
0.55,-1.036971875919597
0.551,-1.0211060675332075
0.552,-1.0052426379053472
0.553,-0.9894088722256655
0.554,-0.9736322680251877
0.555,-0.9579405113106634
0.556,-0.9423614523345378
0.557,-0.926923081021866
0.558,-0.911653502076134
0.559,-0.8965809097862285
0.56,-0.8817335625574334
0.561,-0.8671397571895318
0.562,-0.8528278029255996
0.5630000000000001,-0.8388259952954444
0.5640000000000001,-0.8251625897778609
0.5650000000000001,-0.8118657753064551
0.5660000000000001,-0.7989636476437341
0.5670000000000001,-0.7864841826487228
0.5680000000000001,-0.7744552094634523
0.5690000000000001,-0.762904383643989
0.5700000000000001,-0.7518591602617586
0.5710000000000001,-0.7413467670012113
0.5720000000000001,-0.7313941772799106
0.5730000000000001,-0.7220280834172916
0.5740000000000001,-0.7132748698785534
0.5750000000000001,-0.7051605866199266
0.5760000000000001,-0.69771092256191
0.577,-0.6909511792168519
0.578,-0.6849062444974561
0.579,-0.6796005667324878
0.58,-0.6750581289161426
0.581,-0.6713024232173406
0.582,-0.6683564257750174
0.583,-0.6662425718054952
0.584,-0.6649827310476812
0.585,-0.6645981835718802
0.586,-0.6651095959773758
0.587,-0.6665369980041829
0.588,-0.6688997595836856
0.589,-0.6722165683527968
0.59,-0.6765054076558907
0.591,-0.681783535058335
0.592,-0.6880674613951785
0.593,-0.6953729303780434
0.594,-0.7037148987830186
0.595,-0.7131075172415244
0.596,-0.7235641116561298
0.597,-0.7350971652623999
0.598,-0.7477183013575197
0.599,-0.7614382667158808
0.6,-0.7762669157111419
0.601,-0.7922131951638156
0.602,-0.8092851299326942
0.603,-0.8274898092679961
0.604,-0.8468333739430727
0.605,-0.867321004181331
0.606,-0.8889569083939415
0.607,-0.9117443127433781
0.608,-0.9356854515470894
0.609,-0.9607815585347707
0.61,-0.9870328589720355
0.611,-1.014438562662453
0.612,-1.0429968578392135
0.613,-1.0727049059566642
0.614,-1.1035588373913856
0.615,-1.1355537480615046
0.616,-1.168683696972116
0.617,-1.2029417046938442
0.618,-1.2383197527806824
0.619,-1.2748087841323916
0.62,-1.3123987043058418
0.621,-1.3510783837788656
0.622,-1.390835661169092
0.623,-1.431657347409515
0.624,-1.4735292308816275
0.625,-1.5164360835058894
0.626,-1.560361667788536
0.627,-1.605288744822714
0.628,-1.651199083241036
0.629,-1.6980734691157633
0.63,-1.7458917168018337
0.631,-1.7946326807170783
0.632,-1.8442742680529813
0.633,-1.8947934524085235
0.634,-1.94616628833868
0.635,-1.9983679268082042
0.636,-2.0513726315404335
0.637,-2.1051537962500246
0.638,-2.159683962747624
0.639,-2.2149348399033553
0.64,-2.2708773234557045
0.641,-2.327481516650711
0.642,-2.3847167516963927
0.643,-2.4425516120157087
0.644,-2.500953955281183
0.645,-2.5598909372129937
0.646,-2.61932903612184
0.647,-2.6792340781771324
0.648,-2.7395712633798794
0.649,-2.800305192219602
0.65,-2.8613998929930444
0.651,-2.9228188497625034
0.652,-2.984525030930291
0.653,-3.0464809184056456
0.654,-3.1086485373393637
0.655,-3.17098948640103
0.656,-3.233464968573176
0.657,-3.296035822435661
0.658,-3.3586625539137342
0.659,-3.421305368461888
0.66,-3.483924203655789
0.661,-3.5464787621635807
0.662,-3.608928545067733
0.663,-3.6712328855078704
0.664,-3.73335098261494
0.665,-3.7952419357063154
0.666,-3.8568647787113703
0.667,-3.9181785147966472
0.668,-3.9791421511592775
0.669,-4.0397147339573305
0.67,-4.099855383345232
0.671,-4.159523328582422
0.672,-4.218677943183005
0.673,-4.277278780074246
0.674,-4.335285606731373
0.675,-4.3926584402562625
0.676,-4.449357582367437
0.677,-4.5053436542687155
0.678,-4.560577631363998
0.679,-4.615020877785522
0.68,-4.668635180703154
0.681,-4.721382784382224
0.682,-4.773226423957662
0.683,-4.8241293588922325
0.684,-4.874055406086937
0.685,-4.922968972611823
0.686,-4.970835088025693
0.687,-5.017619436253479
0.6880000000000001,-5.063288386990386
0.6890000000000001,-5.107809026602187
0.6900000000000001,-5.1511491884914715
0.6910000000000001,-5.1932774829000365
0.6920000000000001,-5.234163326117995
0.6930000000000001,-5.2737769690707115
0.6940000000000001,-5.312089525255053
0.6950000000000001,-5.349072997997081
0.6960000000000001,-5.384700307003718
0.6970000000000001,-5.418945314181628
0.6980000000000001,-5.451782848696995
0.6990000000000001,-5.483188731250683
0.7000000000000001,-5.513139797543708
0.7010000000000001,-5.5416139209088255
0.7020000000000001,-5.568590034084586
0.7030000000000001,-5.594048150108985
0.704,-5.617969382310638
0.705,-5.6403359633760655
0.706,-5.661131263472578
0.707,-5.680339807406963
0.708,-5.697947290801133
0.709,-5.71394059526661
0.71,-5.7283078025607095
0.711,-5.74103820770812
0.712,-5.752122331072492
0.713,-5.761551929363629
0.714,-5.769320005566715
0.715,-5.775420817781118
0.716,-5.779849886957101
0.717,-5.782604003519969
0.718,-5.783681232871979
0.719,-5.783080919763525
0.72,-5.780803691525988
0.721,-5.776851460159815
0.722,-5.771227423272278
0.723,-5.763936063860613
0.724,-5.7549831489370336
0.725,-5.74437572699347
0.726,-5.732122124304763
0.727,-5.718231940070071
0.728,-5.702716040393604
0.729,-5.68558655110648
0.73,-5.666856849432992
0.731,-5.646541554505241
0.732,-5.624656516731611
0.733,-5.6012188060251615
0.734,-5.576246698899509
0.735,-5.549759664440645
0.736,-5.521778349164032
0.737,-5.492324560767886
0.738,-5.461421250793926
0.739,-5.429092496208581
0.74,-5.395363479918114
0.741,-5.360260470232649
0.742,-5.323810799294566
0.743,-5.286042840488292
0.744,-5.246985984849095
0.745,-5.206670616489502
0.746,-5.165128087063272
0.747,-5.122390689287247
0.748,-5.078491629542882
0.749,-5.0334649995796745
0.75,-4.987345747344085
0.751,-4.940169646957869
0.752,-4.891973267871167
0.753,-4.842793943216102
0.754,-4.792669737387492
0.755,-4.7416394128784445
0.756,-4.68974239639875
0.757,-4.637018744305341
0.758,-4.583509107374251
0.759,-4.529254694944754
0.76,-4.474297238466379
0.761,-4.41867895448076
0.762,-4.362442507070511
0.763,-4.305630969807803
0.764,-4.248287787236396
0.765,-4.190456735920643
0.766,-4.132181885096243
0.767,-4.073507556957237
0.768,-4.014478286614946
0.769,-3.9551387817640706
0.77,-3.8955338820923693
0.771,-3.835708518470171
0.772,-3.775707671956186
0.773,-3.715576332656933
0.774,-3.6553594584765303
0.775,-3.5951019337945738
0.776,-3.5348485281092596
0.777,-3.474643854683801
0.778,-3.4145323292334244
0.779,-3.354558128691118
0.78,-3.294765150089828
0.781,-3.2351969695987104
0.782,-3.1758968017516116
0.783,-3.1169074589050165
0.784,-3.05827131096341
0.785,-3.0000302454091314
0.786,-2.942225627674304
0.787,-2.8848982618914647
0.788,-2.828088352060007
0.789,-2.7718354636646607
0.79,-2.716178485782227
0.791,-2.6611555937124542
0.792,-2.606804212168221
0.793,-2.5531609790602845
0.794,-2.500261709910797
0.795,-2.4481413629299924
0.796,-2.396834004789076
0.797,-2.3463727771227725
0.798,-2.2967898637934736
0.799,-2.248116458948947
0.8,-2.2003827359047765
0.801,-2.1536178168816593
0.802,-2.107849743627635
0.803,-2.063105448953964
0.804,-2.0194107292130443
0.805,-1.976790217745648
0.806,-1.935267359324294
0.807,-1.8948643856183045
0.808,-1.8556022917055752
0.809,-1.8175008136551634
0.81,-1.7805784072035007
0.811,-1.7448522275467142
0.812,-1.7103381102700268
0.8130000000000001,-1.677050553434545
0.8140000000000001,-1.6450027008406285
0.8150000000000001,-1.6142063264860353
0.8160000000000001,-1.584671820235914
0.8170000000000001,-1.55640817472088
0.8180000000000001,-1.5294229734780682
0.8190000000000001,-1.5037223803490376
0.8200000000000001,-1.4793111301475708
0.8210000000000001,-1.4561925206087536
0.8220000000000001,-1.4343684056301471
0.8230000000000001,-1.4138391898143416
0.8240000000000001,-1.394603824321202
0.8250000000000001,-1.3766598040368305
0.8260000000000001,-1.3600031660653014
0.8270000000000001,-1.344628489547798
0.8280000000000001,-1.3305288968126794
0.8290000000000001,-1.3176960558590247
0.8300000000000001,-1.3061201841745644
0.8310000000000001,-1.2957900538881644
0.8320000000000001,-1.286692998255519
0.833,-1.278814919475661
0.834,-1.2721402978345568
0.835,-1.2666522021710926
0.836,-1.262332301659194
0.837,-1.2591608788990505
0.838,-1.257116844308805
0.839,-1.2561777518072175
0.84,-1.2563198157764632
0.841,-1.2575179292930212
0.842,-1.2597456836136087
0.843,-1.262975388901774
0.844,-1.2671780961797923
0.845,-1.2723236204891815
0.846,-1.2783805652422926
0.847,-1.2853163477460352
0.848,-1.2930972258779587
0.849,-1.3016883258936973
0.85,-1.311053671343759
0.851,-1.3211562130766488
0.852,-1.3319578603042024
0.853,-1.343419512704155
0.854,-1.3555010935338057
0.855,-1.3681615837278673
0.856,-1.381359056952538
0.857,-1.3950507155869507
0.858,-1.4091929276023163
0.859,-1.4237412643081457
0.86,-1.4386505389341935
0.861,-1.4538748460158295
0.862,-1.4693676015499544
0.863,-1.4850815838876052
0.864,-1.500968975328888
0.865,-1.5169814043850325
0.866,-1.5330699886717625
0.867,-1.549185378397592
0.868,-1.5652778004099324
0.869,-1.5812971027615204
0.87,-1.597192799758924
0.871,-1.6129141174546144
0.872,-1.6284100395434074
0.873,-1.6436293536238618
0.874,-1.6585206977846438
0.875,-1.6730326074756143
0.876,-1.6871135626230829
0.877,-1.7007120349482552
0.878,-1.7137765354478687
0.879,-1.7262556619955411
0.88,-1.7380981470224144
0.881,-1.7492529052353336
0.882,-1.759669081330893
0.883,-1.7692960976634182
0.884,-1.7780837018250615
0.885,-1.7859820140961897
0.886,-1.7929415747241366
0.887,-1.7989133909887514
0.888,-1.8038489840129768
0.889,-1.8077004352771038
0.89,-1.8104204327954128
0.891,-1.811962316914172
0.892,-1.812280125690228
0.893,-1.8113286398097452
0.894,-1.8090634270070147
0.895,-1.8054408859434843
0.896,-1.800418289507859
0.897,-1.7939538274982363
0.898,-1.7860066486479795
0.899,-1.776536901957439
0.9,-1.7655057772942016
0.901,-1.7528755452251021
0.902,-1.7386095960439405
0.903,-1.722672477959438
0.904,-1.7050299344085627
0.905,-1.6856489404613302
0.906,-1.6644977382836135
0.907,-1.6415458716254991
0.908,-1.6167642193034615
0.909,-1.5901250276454615
0.91,-1.561601941868881
0.911,-1.531170036362251
0.912,-1.4988058438425051
0.913,-1.4644873833604377
0.914,-1.4281941871281463
0.915,-1.389907326143102
0.916,-1.3496094345845153
0.917,-1.3072847329587869
0.918,-1.2629190499718626
0.919,-1.2164998431072447
0.92,-1.1680162178898177
0.921,-1.1174589458164594
0.922,-1.0648204809356885
0.923,-1.0100949750597727
0.924,-0.9532782915938476
0.925,-0.8943680179677207
0.926,-0.8333634766573437
0.927,-0.7702657347841433
0.928,-0.7050776122813807
0.929,-0.6378036886183769
0.93,-0.5684503080742391
0.931,-0.4970255835542281
0.932,-0.4235393989430849
0.933,-0.3480034099909439
0.934,-0.2704310437285833
0.935,-0.19083749641018266
0.936,-0.10923972998305564
0.937,-0.025656467084760992
0.9380000000000001,0.05989181543012312
0.9390000000000001,0.1473828944307729
0.9400000000000001,0.23679280991359963
0.9410000000000001,0.32809587586298683
0.9420000000000001,0.4212646925622139
0.9430000000000001,0.5162701603462341
0.9440000000000001,0.6130814947870065
0.9450000000000001,0.7116662433004948
0.9460000000000001,0.8119903031635225
0.9470000000000001,0.914017940927107
0.9480000000000001,1.0177118132122212
0.9490000000000001,1.1230329888720145
0.9500000000000001,1.2299409725040413
0.9510000000000001,1.3383937292944608
0.9520000000000001,1.4483477111750231
0.9530000000000001,1.559757884272838
0.9540000000000001,1.672577757631372
0.9550000000000001,1.786759413180441
0.9560000000000001,1.9022535369313924
0.9570000000000001,2.0190094513733188
0.9580000000000001,2.1369751490441877
0.9590000000000001,2.256097327250658
0.96,2.3763214239087507
0.961,2.497591654476779
0.962,2.6198510499510235
0.963,2.7430414958937415
0.964,2.867103772462025
0.965,2.9919775954053582
0.966,3.117601657998903
0.967,3.2439136738783367
0.968,3.3708504207420718
0.969,3.4983477848849494
0.97,3.6263408065276845
0.971,3.7547637259050433
0.972,3.883550030075439
0.973,4.012632500413686
0.974,4.1419432607485245
0.975,4.2714138261054595
0.976,4.400975152015215
0.977,4.530557684347823
0.978,4.660091409631312
0.979,4.789505905814229
0.98,4.918730393430348
0.981,5.047693787123901
0.982,5.176324747493052
0.983,5.304551733209498
0.984,5.432303053371337
0.985,5.559506920046527
0.986,5.686091500964083
0.987,5.811984972309704
0.988,5.937115571582896
0.989,6.061411650472281
0.99,6.184801727705948
0.991,6.307214541833578
0.992,6.428579103897427
0.993,6.548824749948968
0.994,6.667881193368429
0.995,6.785678576944673
0.996,6.902147524672722
0.997,7.017219193226959
0.998,7.130825323067973
0.999,7.242898289141559
