Time,Signal
0.188,-2.7898904231554216
0.189,-2.589747809736652
0.19,-2.381389745627316
0.191,-2.165462597015451
0.192,-1.9426407966348531
0.193,-1.7136243574883023
0.194,-1.4791362872254836
0.195,-1.239919913205306
0.196,-0.9967361286231762
0.197,-0.7503605703942003
0.198,-0.5015807397515386
0.199,-0.2511930767441972
0.2,-1.959434878635765e-15
0.201,0.25119307674420044
0.202,0.5015807397515417
0.203,0.7503605703942033
0.20400000000000001,0.9967361286231722
0.20500000000000002,1.239919913205309
0.20600000000000002,1.4791362872254865
0.20700000000000002,1.7136243574883052
0.20800000000000002,1.9426407966348562
0.209,2.1654625970154417
0.21,2.3813897456273128
0.211,2.5897478097366493
0.212,2.7898904231554185
0.213,2.981201663533791
0.214,3.163098311457513
0.215,3.3350319826039345
0.216,3.496491124709474
0.217,3.6470028716323304
0.218,3.7861347473560523
0.219,3.913496213369015
0.22,4.028740053470406
0.221,4.131563590691845
0.222,4.221709731683447
0.223,4.298967834590737
0.224,4.363174397142192
0.225,4.414213562373095
0.226,4.452017440127637
0.227,4.476566243204353
0.228,4.487888237737645
0.229,4.4860595081372745
0.23,4.471203537635356
0.231,4.443490606213878
0.232,4.403137008402089
0.233,4.350404094139478
0.234,4.285597136593772
0.23500000000000001,4.209064031501577
0.23600000000000002,4.121193833259405
0.23700000000000002,4.022415133632196
0.23800000000000002,3.9131942895625684
0.23900000000000002,3.794033507154521
0.24,3.665468789467728
0.241,3.528067756290878
0.242,3.3824273445624113
0.243,3.229171398572717
0.244,3.068948159511412
0.245,2.9024276643151192
0.246,2.7302990641235225
0.247,2.553267872963338
0.248,2.3720531575494554
0.249,2.187384679319404
0.25,2.0000000000000018
0.251,1.810641562143526
0.252,1.6200537561636343
0.253,1.428979985448986
0.254,1.238159741134392
0.255,1.0483256980654299
0.256,0.8602008434033412
0.257,0.6744956491822756
0.258,0.49190529995211607
0.259,0.31310698641689716
0.26,0.13875727571288943
0.261,-0.030510431337615218
0.262,-0.1940883460095597
0.263,-0.3513966308962768
0.264,-0.5018856233953322
0.265,-0.645037934748109
0.266,-0.7803704164183198
0.267,-0.9074359861237042
0.268,-1.0258253063940286
0.269,-1.1351683091156302
0.27,-1.2351355601355647
0.271,-1.325439458634511
0.272,-1.4058352666344902
0.273,-1.4761219646825166
0.274,-1.536142930441993
0.275,-1.5857864376269057
0.276,-1.6249859734274377
0.277,-1.65372037329613
0.278,-1.6720137726886868
0.279,-1.6799353760799405
0.28,-1.6775990443005147
0.281,-1.6651627019604922
0.28200000000000003,-1.6428275674400643
0.28300000000000003,-1.6108372086308471
0.28400000000000003,-1.5694764283026137
0.28500000000000003,-1.519069983645748
0.28600000000000003,-1.4599811451972216
0.28700000000000003,-1.392610100994673
0.28800000000000003,-1.3173922124167103
0.289,-1.2347961287554867
0.29,-1.1453217681275254
0.291,-1.049498172858533
0.292,-0.9478812479754386
0.293,-0.8410513919021361
0.294,-0.7296110288825883
0.295,-0.6141820530443851
0.296,-0.49540319436596136
0.297,-0.37392731712015154
0.298,-0.25041866163428605
0.299,-0.12555004043168427
0.3,-1.469576158976824e-15
0.301,0.12555004043168136
0.302,0.25041866163428317
0.303,0.3739273171201418
0.304,0.49540319436595176
0.305,0.6141820530443758
0.306,0.7296110288825796
0.307,0.8410513919021334
0.308,0.9478812479754362
0.309,1.0494981728585306
0.31,1.1453217681275234
0.311,1.234796128755485
0.312,1.3173922124167086
0.313,1.3926101009946714
0.314,1.4599811451972202
0.315,1.5190699836457497
0.316,1.569476428302615
0.317,1.6108372086308484
0.318,1.642827567440065
0.319,1.6651627019604927
0.32,1.6775990443005144
0.321,1.6799353760799403
0.322,1.6720137726886868
0.323,1.6537203732961303
0.324,1.6249859734274366
0.325,1.5857864376269042
0.326,1.536142930441991
0.327,1.4761219646825143
0.328,1.4058352666344878
0.329,1.3254394586345133
0.33,1.2351355601355674
0.331,1.1351683091156324
0.332,1.0258253063940248
0.333,0.9074359861237005
0.334,0.7803704164183154
0.335,0.6450379347481043
0.336,0.5018856233953268
0.337,0.3513966308962717
0.338,0.19408834600956348
0.339,0.030510431337619437
0.34,-0.13875727571288543
0.341,-0.31310698641690293
0.342,-0.49190529995212207
0.343,-0.6744956491822816
0.34400000000000003,-0.8602008434033475
0.34500000000000003,-1.048325698065436
0.34600000000000003,-1.238159741134393
0.34700000000000003,-1.4289799854489866
0.34800000000000003,-1.62005375616363
0.34900000000000003,-1.8106415621435215
0.35000000000000003,-2.000000000000008
0.35100000000000003,-2.1873846793194103
0.352,-2.372053157549451
0.353,-2.5532678729633282
0.354,-2.7302990641235136
0.355,-2.902427664315111
0.356,-3.0689481595114034
0.357,-3.2291713985727046
0.358,-3.382427344562408
0.359,-3.5280677562908744
0.36,-3.6654687894677247
0.361,-3.7940335071545173
0.362,-3.9131942895625658
0.363,-4.022415133632194
0.364,-4.121193833259404
0.365,-4.209064031501574
0.366,-4.285597136593769
0.367,-4.350404094139479
0.368,-4.403137008402089
0.369,-4.443490606213878
0.37,-4.471203537635356
0.371,-4.486059508137274
0.372,-4.487888237737645
0.373,-4.476566243204353
0.374,-4.452017440127639
0.375,-4.414213562373097
0.376,-4.363174397142192
0.377,-4.298967834590737
0.378,-4.221709731683445
0.379,-4.131563590691847
0.38,-4.0287400534704085
0.381,-3.913496213369018
0.382,-3.786134747356056
0.383,-3.6470028716323384
0.384,-3.4964911247094728
0.385,-3.335031982603933
0.386,-3.1630983114575115
0.387,-2.981201663533795
0.388,-2.789890423155423
0.389,-2.5897478097366537
0.39,-2.3813897456273176
0.391,-2.165462597015453
0.392,-1.9426407966348616
0.393,-1.7136243574882974
0.394,-1.4791362872254787
0.395,-1.239919913205301
0.396,-0.9967361286231712
0.397,-0.7503605703942021
0.398,-0.5015807397515406
0.399,-0.2511930767441992
0.4,-3.91886975727153e-15
0.401,0.25119307674420555
0.402,0.5015807397515468
0.403,0.7503605703942084
0.404,0.9967361286231773
0.405,1.2399199132053071
0.406,1.4791362872254847
0.40700000000000003,1.7136243574883032
0.40800000000000003,1.9426407966348542
0.40900000000000003,2.165462597015446
0.41000000000000003,2.3813897456273225
0.41100000000000003,2.589747809736659
0.41200000000000003,2.7898904231554273
0.41300000000000003,2.9812016635338
0.41400000000000003,3.163098311457516
0.41500000000000004,3.335031982603938
0.41600000000000004,3.4964911247094768
0.417,3.647002871632326
0.418,3.786134747356044
0.419,3.9134962133690143
0.42,4.028740053470405
0.421,4.131563590691844
0.422,4.221709731683443
0.423,4.298967834590735
0.424,4.36317439714219
0.425,4.414213562373093
0.426,4.452017440127636
0.427,4.476566243204353
0.428,4.487888237737645
0.429,4.4860595081372745
0.43,4.471203537635356
0.431,4.443490606213879
0.432,4.403137008402091
0.433,4.35040409413948
0.434,4.2855971365937755
0.435,4.2090640315015815
0.436,4.121193833259406
0.437,4.0224151336321965
0.438,3.9131942895625693
0.439,3.7940335071545217
0.44,3.665468789467729
0.441,3.5280677562908793
0.442,3.3824273445624122
0.443,3.229171398572718
0.444,3.0689481595114083
0.445,2.902427664315116
0.446,2.7302990641235194
0.447,2.553267872963334
0.448,2.3720531575494572
0.449,2.1873846793194054
0.45,2.000000000000003
0.451,1.8106415621435274
0.452,1.6200537561636361
0.453,1.428979985448982
0.454,1.238159741134388
0.455,1.0483256980654312
0.456,0.8602008434033426
0.457,0.6744956491822771
0.458,0.4919052999521176
0.459,0.3131069864168985
0.46,0.13875727571289076
0.461,-0.03051043133761433
0.462,-0.19408834600956748
0.463,-0.3513966308962755
0.464,-0.501885623395331
0.465,-0.6450379347481083
0.466,-0.780370416418319
0.467,-0.9074359861237036
0.468,-1.025825306394028
0.46900000000000003,-1.1351683091156295
0.47000000000000003,-1.2351355601355691
0.47100000000000003,-1.3254394586345155
0.47200000000000003,-1.40583526663449
0.47300000000000003,-1.4761219646825157
0.47400000000000003,-1.5361429304419927
0.47500000000000003,-1.5857864376269053
0.47600000000000003,-1.6249859734274372
0.47700000000000004,-1.6537203732961296
0.47800000000000004,-1.6720137726886861
0.47900000000000004,-1.6799353760799405
0.48,-1.6775990443005144
0.481,-1.6651627019604938
0.482,-1.642827567440066
0.483,-1.6108372086308493
0.484,-1.5694764283026164
0.485,-1.519069983645751
0.486,-1.4599811451972253
0.487,-1.3926101009946774
0.488,-1.3173922124167108
0.489,-1.2347961287554878
0.49,-1.1453217681275263
0.491,-1.0494981728585335
0.492,-0.9478812479754393
0.493,-0.841051391902137
0.494,-0.7296110288825894
0.495,-0.6141820530443861
0.496,-0.49540319436595537
0.497,-0.3739273171201455
0.498,-0.25041866163428705
0.499,-0.12555004043168524
0.5,-2.449293598294707e-15
0.501,0.1255500404316804
0.502,0.2504186616342821
0.503,0.3739273171201408
0.504,0.4954031943659508
0.505,0.6141820530443816
0.506,0.729611028882585
0.507,0.8410513919021325
0.508,0.9478812479754355
0.509,1.04949817285853
0.51,1.1453217681275278
0.511,1.2347961287554843
0.512,1.317392212416712
0.513,1.3926101009946708
0.514,1.4599811451972227
0.515,1.5190699836457462
0.516,1.5694764283026148
0.517,1.6108372086308458
0.518,1.6428275674400656
0.519,1.6651627019604938
0.52,1.6775990443005144
0.521,1.6799353760799405
0.522,1.672013772688687
0.523,1.6537203732961294
0.524,1.6249859734274388
0.525,1.5857864376269046
0.526,1.5361429304419885
0.527,1.4761219646825146
0.528,1.4058352666344844
0.529,1.325439458634514
0.53,1.2351355601355625
0.531,1.1351683091156335
0.532,1.0258253063940255
0.533,0.9074359861237085
0.534,0.7803704164183165
0.535,0.6450379347480977
0.536,0.5018856233953284
0.537,0.3513966308962646
0.538,0.19408834600956437
0.539,0.030510431337611443
0.54,-0.13875727571288454
0.541,-0.3131069864169016
0.542,-0.4919052999521105
0.543,-0.6744956491822802
0.544,-0.8602008434033563
0.545,-1.0483256980654345
0.546,-1.2381597411344025
0.547,-1.4289799854489853
0.548,-1.6200537561636392
0.549,-1.81064156214352
0.55,-2.0000000000000067
0.551,-2.1873846793193983
0.552,-2.3720531575494603
0.553,-2.553267872963347
0.554,-2.730299064123522
0.555,-2.9024276643151286
0.556,-3.068948159511412
0.557,-3.2291713985727206
0.558,-3.3824273445624065
0.559,-3.5280677562908815
0.56,-3.665468789467724
0.561,-3.7940335071545235
0.562,-3.913194289562578
0.5630000000000001,-4.022415133632198
0.5640000000000001,-4.121193833259413
0.5650000000000001,-4.209064031501579
0.5660000000000001,-4.285597136593776
0.5670000000000001,-4.350404094139478
0.5680000000000001,-4.403137008402091
0.5690000000000001,-4.443490606213878
0.5700000000000001,-4.471203537635356
0.5710000000000001,-4.4860595081372745
0.5720000000000001,-4.487888237737645
0.5730000000000001,-4.476566243204351
0.5740000000000001,-4.452017440127637
0.5750000000000001,-4.414213562373092
0.5760000000000001,-4.363174397142192
0.577,-4.298967834590742
0.578,-4.221709731683447
0.579,-4.1315635906918535
0.58,-4.028740053470409
0.581,-3.9134962133690254
0.582,-3.7861347473560567
0.583,-3.6470028716323473
0.584,-3.496491124709483
0.585,-3.335031982603954
0.586,-3.163098311457523
0.587,-2.981201663533797
0.588,-2.7898904231554353
0.589,-2.589747809736655
0.59,-2.381389745627331
0.591,-2.1654625970154546
0.592,-1.9426407966348758
0.593,-1.713624357488312
0.594,-1.4791362872255074
0.595,-1.2399199132053162
0.596,-0.9967361286231728
0.597,-0.7503605703942181
0.598,-0.5015807397515425
0.599,-0.25119307674421537
0.6,-5.878304635907295e-15
0.601,0.25119307674417524
0.602,0.5015807397515308
0.603,0.7503605703941785
0.604,0.9967361286231616
0.605,1.2399199132053054
0.606,1.4791362872254696
0.607,1.7136243574883017
0.608,1.94264079663484
0.609,2.1654625970154444
0.61,2.381389745627297
0.611,2.5897478097366458
0.612,2.789890423155404
0.613,2.981201663533788
0.614,3.1630983114575146
0.615,3.335031982603927
0.616,3.4964911247094754
0.617,3.647002871632324
0.618,3.7861347473560496
0.619,3.9134962133690063
0.62,4.028740053470404
0.621,4.131563590691849
0.622,4.221709731683442
0.623,4.298967834590739
0.624,4.363174397142189
0.625,4.414213562373095
0.626,4.452017440127635
0.627,4.476566243204353
0.628,4.487888237737644
0.629,4.486059508137274
0.63,4.471203537635355
0.631,4.443490606213879
0.632,4.403137008402088
0.633,4.35040409413948
0.634,4.285597136593772
0.635,4.209064031501583
0.636,4.121193833259407
0.637,4.022415133632204
0.638,3.91319428956257
0.639,3.7940335071545155
0.64,3.66546878946773
0.641,3.528067756290872
0.642,3.3824273445624136
0.643,3.229171398572711
0.644,3.068948159511419
0.645,2.902427664315117
0.646,2.73029906412353
0.647,2.5532678729633353
0.648,2.3720531575494483
0.649,2.1873846793194067
0.65,1.9999999999999942
0.651,1.810641562143529
0.652,1.6200537561636268
0.653,1.4289799854489942
0.654,1.2381597411343896
0.655,1.0483256980654434
0.656,0.8602008434033441
0.657,0.674495649182268
0.658,0.49190529995211874
0.659,0.31310698641688983
0.66,0.13875727571289231
0.661,-0.030510431337622324
0.662,-0.19408834600955727
0.663,-0.3513966308962744
0.664,-0.5018856233953382
0.665,-0.6450379347481068
0.666,-0.7803704164183247
0.667,-0.907435986123702
0.668,-1.025825306394033
0.669,-1.1351683091156284
0.67,-1.235135560135569
0.671,-1.32543945863451
0.672,-1.4058352666344893
0.673,-1.4761219646825192
0.674,-1.5361429304419918
0.675,-1.5857864376269075
0.676,-1.624985973427437
0.677,-1.6537203732961305
0.678,-1.6720137726886863
0.679,-1.6799353760799403
0.68,-1.6775990443005147
0.681,-1.6651627019604927
0.682,-1.6428275674400636
0.683,-1.6108372086308476
0.684,-1.5694764283026117
0.685,-1.5190699836457484
0.686,-1.459981145197219
0.687,-1.3926101009946743
0.6880000000000001,-1.3173922124167068
0.6890000000000001,-1.2347961287554883
0.6900000000000001,-1.1453217681275216
0.6910000000000001,-1.0494981728585233
0.6920000000000001,-0.9478812479754342
0.6930000000000001,-0.8410513919021254
0.6940000000000001,-0.729611028882584
0.6950000000000001,-0.6141820530443738
0.6960000000000001,-0.4954031943659564
0.6970000000000001,-0.3739273171201396
0.6980000000000001,-0.25041866163428794
0.6990000000000001,-0.12555004043167917
0.7000000000000001,1.0781843677589416e-14
0.7010000000000001,0.12555004043168647
0.7020000000000001,0.25041866163429516
0.7030000000000001,0.3739273171201467
0.704,0.4954031943659499
0.705,0.6141820530443673
0.706,0.7296110288825777
0.707,0.8410513919021317
0.708,0.9478812479754288
0.709,1.0494981728585293
0.71,1.1453217681275167
0.711,1.2347961287554838
0.712,1.3173922124167023
0.713,1.3926101009946699
0.714,1.4599811451972156
0.715,1.5190699836457457
0.716,1.5694764283026144
0.717,1.6108372086308453
0.718,1.6428275674400652
0.719,1.6651627019604918
0.72,1.6775990443005144
0.721,1.6799353760799407
0.722,1.6720137726886872
0.723,1.6537203732961319
0.724,1.624985973427439
0.725,1.5857864376269049
0.726,1.536142930441995
0.727,1.4761219646825148
0.728,1.4058352666344927
0.729,1.3254394586345146
0.73,1.2351355601355736
0.731,1.1351683091156342
0.732,1.0258253063940392
0.733,0.9074359861237089
0.734,0.7803704164183172
0.735,0.6450379347481145
0.736,0.5018856233953295
0.737,0.3513966308962828
0.738,0.19408834600956593
0.739,0.03051043133763165
0.74,-0.13875727571288254
0.741,-0.31310698641687984
0.742,-0.49190529995210874
0.743,-0.6744956491822787
0.744,-0.8602008434033339
0.745,-1.0483256980654332
0.746,-1.2381597411343792
0.747,-1.4289799854489837
0.748,-1.6200537561636164
0.749,-1.8106415621435183
0.75,-1.9999999999999838
0.751,-2.187384679319397
0.752,-2.372053157549459
0.753,-2.5532678729633256
0.754,-2.7302990641235207
0.755,-2.902427664315108
0.756,-3.06894815951141
0.757,-3.229171398572702
0.758,-3.382427344562405
0.759,-3.5280677562908807
0.76,-3.6654687894677225
0.761,-3.7940335071545226
0.762,-3.913194289562564
0.763,-4.022415133632198
0.764,-4.121193833259402
0.765,-4.209064031501578
0.766,-4.285597136593768
0.767,-4.350404094139478
0.768,-4.403137008402091
0.769,-4.443490606213877
0.77,-4.471203537635356
0.771,-4.486059508137274
0.772,-4.487888237737645
0.773,-4.476566243204353
0.774,-4.452017440127637
0.775,-4.414213562373098
0.776,-4.363174397142192
0.777,-4.2989678345907345
0.778,-4.221709731683447
0.779,-4.131563590691844
0.78,-4.02874005347041
0.781,-3.913496213369013
0.782,-3.7861347473560576
0.783,-3.6470028716323317
0.784,-3.496491124709484
0.785,-3.335031982603936
0.786,-3.1630983114575044
0.787,-2.981201663533798
0.788,-2.7898904231554145
0.789,-2.5897478097366573
0.79,-2.3813897456273088
0.791,-2.1654625970154564
0.792,-1.9426407966348525
0.793,-1.7136243574883143
0.794,-1.4791362872254825
0.795,-1.239919913205291
0.796,-0.9967361286231748
0.797,-0.750360570394192
0.798,-0.5015807397515444
0.799,-0.25119307674418895
0.8,-7.83773951454306e-15
0.801,0.25119307674420166
0.802,0.501580739751557
0.803,0.7503605703942045
0.804,0.9967361286231874
0.805,1.2399199132053034
0.806,1.4791362872254945
0.807,1.7136243574882997
0.808,1.9426407966348636
0.809,2.1654625970154426
0.81,2.3813897456273194
0.811,2.589747809736667
0.812,2.7898904231554247
0.8130000000000001,2.981201663533808
0.8140000000000001,3.1630983114575133
0.8150000000000001,3.335031982603945
0.8160000000000001,3.496491124709474
0.8170000000000001,3.6470028716323393
0.8180000000000001,3.786134747356049
0.8190000000000001,3.9134962133690188
0.8200000000000001,4.028740053470416
0.8210000000000001,4.131563590691848
0.8220000000000001,4.221709731683451
0.8230000000000001,4.298967834590737
0.8240000000000001,4.3631743971421955
0.8250000000000001,4.414213562373095
0.8260000000000001,4.452017440127639
0.8270000000000001,4.476566243204353
0.8280000000000001,4.487888237737645
0.8290000000000001,4.486059508137274
0.8300000000000001,4.471203537635355
0.8310000000000001,4.443490606213875
0.8320000000000001,4.403137008402088
0.833,4.35040409413948
0.834,4.285597136593781
0.835,4.209064031501583
0.836,4.121193833259418
0.837,4.0224151336322045
0.838,3.913194289562571
0.839,3.7940335071545306
0.84,3.665468789467731
0.841,3.5280677562908895
0.842,3.382427344562415
0.843,3.2291713985727295
0.844,3.0689481595114207
0.845,2.902427664315119
0.846,2.730299064123532
0.847,2.553267872963337
0.848,2.37205315754947
0.849,2.1873846793194085
0.85,2.000000000000017
0.851,1.8106415621435303
0.852,1.6200537561636497
0.853,1.4289799854489957
0.854,1.2381597411343914
0.855,1.0483256980654447
0.856,0.8602008434033455
0.857,0.6744956491822902
0.858,0.4919052999521205
0.859,0.31310698641691137
0.86,0.13875727571289365
0.861,-0.03051043133760234
0.862,-0.19408834600955616
0.863,-0.35139663089627327
0.864,-0.5018856233953204
0.865,-0.6450379347481054
0.866,-0.7803704164183096
0.867,-0.9074359861237018
0.868,-1.0258253063940193
0.869,-1.1351683091156273
0.87,-1.2351355601355574
0.871,-1.3254394586345093
0.872,-1.4058352666344884
0.873,-1.476121964682511
0.874,-1.5361429304419913
0.875,-1.5857864376269022
0.876,-1.6249859734274366
0.877,-1.653720373296128
0.878,-1.6720137726886863
0.879,-1.67993537607994
0.88,-1.6775990443005147
0.881,-1.6651627019604929
0.882,-1.6428275674400665
0.883,-1.610837208630848
0.884,-1.569476428302617
0.885,-1.5190699836457493
0.886,-1.4599811451972267
0.887,-1.3926101009946743
0.888,-1.3173922124167072
0.889,-1.2347961287554887
0.89,-1.1453217681275225
0.891,-1.0494981728585353
0.892,-0.947881247975435
0.893,-0.8410513919021385
0.894,-0.7296110288825849
0.895,-0.614182053044388
0.896,-0.49540319436595737
0.897,-0.3739273171201405
0.898,-0.2504186616342889
0.899,-0.12555004043168014
0.9,-4.408728476930472e-15
0.901,0.1255500404316855
0.902,0.2504186616342803
0.903,0.37392731712014576
0.904,0.4954031943659488
0.905,0.6141820530443798
0.906,0.7296110288825896
0.907,0.841051391902131
0.908,0.9478812479754397
0.909,1.0494981728585282
0.91,1.145321768127526
0.911,1.234796128755483
0.912,1.3173922124167106
0.913,1.39261010099467
0.914,1.4599811451972222
0.915,1.5190699836457515
0.916,1.5694764283026141
0.917,1.6108372086308498
0.918,1.6428275674400645
0.919,1.6651627019604938
0.92,1.6775990443005142
0.921,1.6799353760799405
0.922,1.6720137726886877
0.923,1.6537203732961296
0.924,1.6249859734274354
0.925,1.5857864376269053
0.926,1.5361429304419891
0.927,1.4761219646825157
0.928,1.4058352666344849
0.929,1.3254394586345155
0.93,1.2351355601355638
0.931,1.1351683091156348
0.932,1.0258253063940277
0.933,0.9074359861236958
0.934,0.7803704164183183
0.935,0.6450379347480999
0.936,0.5018856233953302
0.937,0.3513966308962668
0.9380000000000001,0.19408834600956704
0.9390000000000001,0.030510431337614108
0.9400000000000001,-0.13875727571290097
0.9410000000000001,-0.3131069864168987
0.9420000000000001,-0.49190529995212806
0.9430000000000001,-0.6744956491822773
0.9440000000000001,-0.8602008434033537
0.9450000000000001,-1.0483256980654314
0.9460000000000001,-1.2381597411343992
0.9470000000000001,-1.4289799854489824
0.9480000000000001,-1.6200537561636363
0.9490000000000001,-1.8106415621435383
0.9500000000000001,-2.0000000000000036
0.9510000000000001,-2.1873846793194165
0.9520000000000001,-2.3720531575494572
0.9530000000000001,-2.5532678729633447
0.9540000000000001,-2.7302990641235194
0.9550000000000001,-2.902427664315126
0.9560000000000001,-3.0689481595114088
0.9570000000000001,-3.2291713985727184
0.9580000000000001,-3.382427344562421
0.9590000000000001,-3.5280677562908793
0.96,-3.665468789467722
0.961,-3.7940335071545075
0.962,-3.913194289562563
0.963,-4.022415133632185
0.964,-4.121193833259401
0.965,-4.209064031501567
0.966,-4.285597136593767
0.967,-4.350404094139476
0.968,-4.403137008402085
0.969,-4.443490606213876
0.97,-4.471203537635353
0.971,-4.486059508137274
0.972,-4.487888237737645
0.973,-4.476566243204354
0.974,-4.452017440127642
0.975,-4.414213562373098
0.976,-4.363174397142193
0.977,-4.2989678345907425
0.978,-4.221709731683449
0.979,-4.131563590691855
0.98,-4.028740053470411
0.981,-3.9134962133690276
0.982,-3.7861347473560585
0.983,-3.6470028716323335
0.984,-3.4964911247094856
0.985,-3.3350319826039376
0.986,-3.1630983114575257
0.987,-2.9812016635337995
0.988,-2.789890423155438
0.989,-2.5897478097366586
0.99,-2.3813897456273345
0.991,-2.165462597015458
0.992,-1.942640796634854
0.993,-1.713624357488316
0.994,-1.4791362872254843
0.995,-1.2399199132053202
0.996,-0.9967361286231768
0.997,-0.7503605703942219
0.998,-0.5015807397515464
0.999,-0.2511930767442192
